algo,round_index,seed,ticks,killed,remaining,mean_survival_s,mean_compute_ops,decision_count,total_compute_ops
transformer_train,143,20260966,2400,11,9,15.11050000,45311.29205946,11032,499874173.99999994
transformer_train,144,20260967,2400,9,11,16.82550000,45310.74550484,14460,655193380.00000000
transformer_train,145,20260968,2400,11,9,14.97250000,45311.06229081,10756,487365786.00000000
transformer_train,146,20260969,2400,9,11,16.74700000,45310.87946585,14303,648081509.00000000
transformer_train,147,20260970,2400,10,10,14.62100000,45310.05372065,10052,455456660.00000000
transformer_train,148,20260971,2400,10,10,15.74200000,45310.68212136,12294,557049526.00000000
transformer_train,149,20260972,2400,10,10,15.90000000,45310.61141951,12610,571366810.00000000
transformer_train,150,20260973,2400,9,11,16.56350000,45310.45565442,13936,631446510.00000000
transformer_train,151,20260974,2400,10,10,15.30500000,45310.66374781,11420,517447780.00000000
transformer_train,152,20260975,2400,10,10,15.74650000,45310.85288141,12303,557459423.00000000
transformer_train,153,20260976,2400,11,9,14.70650000,45310.86834898,10224,463258318.00000006
transformer_train,154,20260977,2400,8,12,16.56650000,45310.35470913,13941,631671655.00000000
transformer_train,155,20260978,2400,8,12,17.66550000,45311.04436458,16139,731274945.00000000
transformer_train,156,20260979,2400,8,12,16.99350000,45310.70314295,14795,670371853.00000000
transformer_train,157,20260980,2400,12,8,14.64050000,45312.14079065,10093,457335437.00000000
transformer_train,158,20260981,2400,10,10,16.41150000,45311.08479425,13633,617726019.00000000
transformer_train,159,20260982,2400,9,11,16.36300000,45310.50927226,13535,613277743.00000000
transformer_train,160,20260983,2400,8,12,17.70300000,45311.11964969,16214,734674494.00000000
transformer_train,161,20260984,2400,10,10,16.44150000,45311.14357701,13693,620445489.00000000
transformer_train,162,20260985,2400,11,9,14.97100000,45311.23565517,10753,487231717.00000000
transformer_train,163,20260986,2400,10,10,15.03650000,45310.56023155,10883,493114827.00000000
transformer_train,164,20260987,2400,12,8,14.48150000,45311.41820972,9775,442919113.00000000
